∂,,,,Study Data,,,,,,Central SCC Value,,,,,,,,,,,,,,,,Structural Changes,,,,,,,,,,,,,SCC Distribution,,,,,,,,,,,Parametric Uncertainty: 1 or 0,,,,,,,,,,,,,
,,,,,,,,,,,,,,REPORT EITHER CONSTANT DISCOUNT RATE OR PRTP AND EMUC,,,Damage Function Info - Enter 1 or 0,,,,,CLIMATE,CLIMATE,CLIMATE,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,UTILITY,OTHER,OTHER,OTHER,,,,,,,,,,,,,,,SOCIO-ECONOMICS,SOCIO-ECONOMICS,SOCIO-ECONOMICS,,,CLIMATE,CLIMATE or DAMAGES,DAMAGES,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,,,
2883,,Moritz,"Newbold, S.C., Griffiths, C., Moore, C., Wolverton, A.N.N., Kopits, E.",2013,"S.C. Newbold, C. Griffiths, C. Moore, A. Wolverton, E. Kopits (2013). A rapid assessment model for understanding the social cost of carbon. Climate Change Economics 4, no. 1, 1350001.",,Analytic IAM,Sensitivity Analysis,2005,15,2005,"certainty equivalent of parametric uncertainty, Monte Carlo",12,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
2883,,Moritz,"Newbold, S.C., Griffiths, C., Moore, C., Wolverton, A.N.N., Kopits, E.",2013,"S.C. Newbold, C. Griffiths, C. Moore, A. Wolverton, E. Kopits (2013). A rapid assessment model for understanding the social cost of carbon. Climate Change Economics 4, no. 1, 1350001.",,Analytic IAM,Sensitivity Analysis,2005,9.4,2005,"certainty equivalent of parametric uncertainty, Monte Carlo",12,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
2883,,Moritz,"Newbold, S.C., Griffiths, C., Moore, C., Wolverton, A.N.N., Kopits, E.",2013,"S.C. Newbold, C. Griffiths, C. Moore, A. Wolverton, E. Kopits (2013). A rapid assessment model for understanding the social cost of carbon. Climate Change Economics 4, no. 1, 1350001.",,Analytic IAM,Sensitivity Analysis,2005,4.7,2005,"certainty equivalent of parametric uncertainty, Monte Carlo",12,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
2883,,Moritz,"Newbold, S.C., Griffiths, C., Moore, C., Wolverton, A.N.N., Kopits, E.",2013,"S.C. Newbold, C. Griffiths, C. Moore, A. Wolverton, E. Kopits (2013). A rapid assessment model for understanding the social cost of carbon. Climate Change Economics 4, no. 1, 1350001.",,Analytic IAM,Sensitivity Analysis,2005,2.8,2005,"certainty equivalent of parametric uncertainty, Monte Carlo",12,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
1641,,Moritz,"van der Ploeg, F., Rezai, A.",2017,"van der Ploeg F, Rezai A (2017) Cumulative emissions, untapped tapped fossil fuel and the optimal carbon tax. Technol Forecasting and Social Change 116:216–222",,Analytic IAM,,2010,22.36,2010,optimal base case,22.36,,0.1,1.45,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,,Moritz,"van der Ploeg, F., Rezai, A.",2017,"van der Ploeg F, Rezai A (2017) Cumulative emissions, untapped tapped fossil fuel and the optimal carbon tax. Technol Forecasting and Social Change 116:216–222",,Analytic IAM,Sensitivity Analysis,2010,12.27,2010,Higher PRTP,22.36,,1,1.45,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,,Moritz,"van der Ploeg, F., Rezai, A.",2017,"van der Ploeg F, Rezai A (2017) Cumulative emissions, untapped tapped fossil fuel and the optimal carbon tax. Technol Forecasting and Social Change 116:216–222",,Analytic IAM,Sensitivity Analysis,2010,111.27,2010,Lower EMUC,22.36,,0.1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,,Moritz,"van der Ploeg, F., Rezai, A.",2017,"van der Ploeg F, Rezai A (2017) Cumulative emissions, untapped tapped fossil fuel and the optimal carbon tax. Technol Forecasting and Social Change 116:216–222",,Analytic IAM,Sensitivity Analysis,2010,41.73,2010,Lower growth,22.36,,0.1,1.45,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,,Moritz,"van der Ploeg, F., Rezai, A.",2017,"van der Ploeg F, Rezai A (2017) Cumulative emissions, untapped tapped fossil fuel and the optimal carbon tax. Technol Forecasting and Social Change 116:216–222",,Analytic IAM,Sensitivity Analysis,2010,6,2010,"""Conventional""",22.36,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Empirical improvement,2015,31.39,2011,"DICE discounting, Standard meltrate",31.23,,1.5,1.45,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,19.5,2011,Standard meltrate,31.23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,35.89,2011,Standard meltrate,31.23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,77.72,2011,Standard meltrate,31.23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,222.08,2011,Standard meltrate,31.23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,1191.25,2011,Standard meltrate,31.23,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,1314,2011,Standard meltrate,31.23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,65019.48,2011,Standard meltrate,31.23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,31.54,2011,"DICE discounting, double meltrate",31.23,,1.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,19.56,2011,Double meltrate,31.23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,36.02,2011,Double meltrate,31.23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,78.11,2011,Double meltrate,31.23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,223.72,2011,Double meltrate,31.23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,1206.56,2011,"Stern discounting, Double meltrate",31.23,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,1352.41,2011,Double meltrate,31.23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,67746.88,2011,Double meltrate,31.23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,30.69,2011,"DICE discounting, Standard meltrate, volume limited to 10%",31.23,,1.5,1.45,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,78.16,2011,"Standard meltrate, volume limited to 10%",31.23,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,972.82,2011,"Standard meltrate, volume limited to 10%",31.23,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,30.69,2011,"DICE discounting, Double meltrate, volume limited to 10%",31.23,,1.5,1.45,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,78.16,2011,"Double meltrate, volume limited to 10%",31.23,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,973,2011,"Double meltrate, volume limited to 10%",31.23,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,30.69,2011,"DICE discounting, Standard meltrate, volume limited to 50%",31.23,,1.5,1.45,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,78.16,2011,"Standard meltrate, volume limited to 50%",31.23,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,972.82,2011,"Standard meltrate, volume limited to 50%",31.23,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,30.69,2011,"DICE discounting, Double meltrate, volume limited to 50%",31.23,,1.5,1.45,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,78.16,2011,"Double meltrate, volume limited to 50%",31.23,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,973,2011,"Double meltrate, volume limited to 50%",31.23,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,39.41,2011,"DICE discounting, Standard meltrate, volume limited to 90%",31.23,,1.5,1.45,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,83.59,2011,"Standard meltrate, volume limited to 90%",31.23,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,972.82,2011,"Standard meltrate, volume limited to 90%",31.23,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,85.12,2011,"DICE discounting, Double meltrate, volume limited to 90%",31.23,,1.5,1.45,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,138.27,2011,"Double meltrate, volume limited to 90%",31.23,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,973,2011,"Double meltrate, volume limited to 90%",31.23,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,30.84,2011,"DICE discounting, Standard meltrate",31.23,,1.5,1.45,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,78.56,2011,"Standard meltrate,",31.23,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,991.96,2011,Standard meltrate,31.23,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,30.98,2011,"DICE discounting, Double meltrate",31.23,,1.5,1.45,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,78.95,2011,Double meltrate,31.23,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Moritz,"Nordhaus, W.",2019,"Nordhaus W (2019) Economics of the disintegration of the Greenland ice sheet. Proceedings of the National Academy of Sciences, 116(25): 12261-12269",DICE2016R2,DICE-GIS,Sensitivity Analysis,2015,1010.24,2011,Double meltrate,31.23,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,,Moritz,"Su, X., Shiogama, H., Tanaka, K., Fujimori, S., Hasegawa, T., Hijioka, Y., Takahashi, K., Liu, J.",2018,"Su X, Shiogama H, Tanaka K et al (2018) How do climate-related uncertainties influence 2 and 1.5 °C pathways? Sustainability Science 13:291–299.",SCM4OPT,DICE-2013R,Empirical improvement,2040,90,2005,2degree limit,,,,,,,,,,1,1,,,,,,,,,,,,,,,52,,,,181,,,,,,,,,,1,1,,,,,,,,,,Damage exponent is 2.25
1322,,Moritz,"Su, X., Shiogama, H., Tanaka, K., Fujimori, S., Hasegawa, T., Hijioka, Y., Takahashi, K., Liu, J.",2018,"Su X, Shiogama H, Tanaka K et al (2018) How do climate-related uncertainties influence 2 and 1.5 °C pathways? Sustainability Science 13:291–299.",SCM4OPT,DICE-2013R,Empirical improvement,2040,189,2005,1.5degree limit,,,,,,,,,,1,1,,,,,,,,,,,,,,,87,,,,367,,,,,,,,,,1,1,,,,,,,,,,Damage exponent is 2.25
2159,,Moritz,"Dennig, F., Budolfson, M.B., Fleurbaey, M., Siebert, A., Socolow, R.H.",2015,"Dennig, F., M. B. Budolfson, M. Fleurbaey, A. Siebert, and R. H. Socolow (2015). Inequality, Climate Impacts on the Future Poor, and Carbon Prices. Proceedings of the National Academy of Sciences 112 (52): 15827–15832",RICE2010,,,2015,see figure 1A,2005,Optimal Nordhaus,RICE-Nordhaus,,1.5,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCC values only reported in a graph
2159,,Moritz,"Dennig, F., Budolfson, M.B., Fleurbaey, M., Siebert, A., Socolow, R.H.",2015,"Dennig, F., M. B. Budolfson, M. Fleurbaey, A. Siebert, and R. H. Socolow (2015). Inequality, Climate Impacts on the Future Poor, and Carbon Prices. Proceedings of the National Academy of Sciences 112 (52): 15827–15832",RICE2010,,,2015,see figure 1A,2005,Optimal Stern,RICE-Nordhaus,,0.1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCC values only reported in a graph
2159,,Moritz,"Dennig, F., Budolfson, M.B., Fleurbaey, M., Siebert, A., Socolow, R.H.",2015,"Dennig, F., M. B. Budolfson, M. Fleurbaey, A. Siebert, and R. H. Socolow (2015). Inequality, Climate Impacts on the Future Poor, and Carbon Prices. Proceedings of the National Academy of Sciences 112 (52): 15827–15832",RICE2010,, ,2015,see figure 1A,2005,High income elasticity of demand,RICE-Nordhaus,,1.5,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCC values only reported in a graph
2159,,Moritz,"Dennig, F., Budolfson, M.B., Fleurbaey, M., Siebert, A., Socolow, R.H.",2015,"Dennig, F., M. B. Budolfson, M. Fleurbaey, A. Siebert, and R. H. Socolow (2015). Inequality, Climate Impacts on the Future Poor, and Carbon Prices. Proceedings of the National Academy of Sciences 112 (52): 15827–15832",RICE2010,,,2015,see figure 1A,2005,Medium income elasticity of demand,RICE-Nordhaus,,1.5,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCC values only reported in a graph
2159,,Moritz,"Dennig, F., Budolfson, M.B., Fleurbaey, M., Siebert, A., Socolow, R.H.",2015,"Dennig, F., M. B. Budolfson, M. Fleurbaey, A. Siebert, and R. H. Socolow (2015). Inequality, Climate Impacts on the Future Poor, and Carbon Prices. Proceedings of the National Academy of Sciences 112 (52): 15827–15832",RICE2010,,,2015,see figure 1A,2005,Low income elasticity of demand,RICE-Nordhaus,,1.5,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCC values only reported in a graph
1186,,Moritz,"Hänsel, M.C., Quaas, M.F.",2018,"Hänsel, M. C., Quaas, M.F. (2018). Intertemporal Distribution, Sufficiency, and theSocial Cost of Carbon. Ecological Economics 146: 520–535.",DICE2013,,,2015,7,2005,4-fold sufficiency level of well-being,,,no PRTP/EMUC but an alternative intertemporal distribution of well-being,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alternative welfare approach
1186,,Moritz,"Hänsel, M.C., Quaas, M.F.",2018,"Hänsel, M. C., Quaas, M.F. (2018). Intertemporal Distribution, Sufficiency, and theSocial Cost of Carbon. Ecological Economics 146: 520–535.",DICE2013,,,2015,30,2005,15-fold sufficiency level of well-being,,,no PRTP/EMUC but an alternative intertemporal distribution of well-being,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alternative welfare approach
1186,,Moritz,"Hänsel, M.C., Quaas, M.F.",2018,"Hänsel, M. C., Quaas, M.F. (2018). Intertemporal Distribution, Sufficiency, and theSocial Cost of Carbon. Ecological Economics 146: 520–535.",DICE2013,,,2015,100,2005,26-fold sufficiency level of well-being,,,no PRTP/EMUC but an alternative intertemporal distribution of well-being,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alternative welfare approach
1067,,Moritz,"Bretschger, L., Karydas, C.",2018,"Bretschger, L., Karydas, C. (2018). Optimum Growth and Carbon Policies with Lags in the Climate System. Environmental Resource Economics 70, 781–806.",Analytic IAM,,,2010,13.64,,emission response time lag of 50 years (based on speed of emission diffusion parameter),,1.5,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,Moritz,"Bretschger, L., Karydas, C.",2018,"Bretschger, L., Karydas, C. (2018). Optimum Growth and Carbon Policies with Lags in the Climate System. Environmental Resource Economics 70, 781–806.",Analytic IAM,,,2010,20.45,,emission response time lag of 25 years (based on speed of emission diffusion parameter),,1.5,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,Moritz,"Freeman, M.C., Groom, B.",2015,"Mark C. Freeman, Ben Groom (2015). Positively Gamma Discounting: Combining the Opinions of Experts on the Social Discount Rate, The Economic Journal, 125 (585), 1015–1024.",DICE1994,Newell & Pizer damages,,2000,1.56,2000,"Flat 4% SDR, BASE N&P2003 damage profile",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,Moritz,"Freeman, M.C., Groom, B.",2015,"Mark C. Freeman, Ben Groom (2015). Positively Gamma Discounting: Combining the Opinions of Experts on the Social Discount Rate, The Economic Journal, 125 (585), 1015–1024.",DICE1994,Newell & Pizer damages,,2000,4.24,2000,"Gamma Discounting, BASE N&P2003 damage profile",,Declining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,Moritz,"Freeman, M.C., Groom, B.",2015,"Mark C. Freeman, Ben Groom (2015). Positively Gamma Discounting: Combining the Opinions of Experts on the Social Discount Rate, The Economic Journal, 125 (585), 1015–1024.",DICE1994,Newell & Pizer damages,,2000,2.77,2000,"UK HMT Green book Discounting, BASE N&P2003 damage profile",,Declining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,Moritz,"Freeman, M.C., Groom, B.",2015,"Mark C. Freeman, Ben Groom (2015). Positively Gamma Discounting: Combining the Opinions of Experts on the Social Discount Rate, The Economic Journal, 125 (585), 1015–1024.",DICE1994,Newell & Pizer damages,,2000,1.55,2000,"1000 `indipendent' experts, BASE N&P2003 damage profile",,Declining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
