ID_Number,Authors,Author.s..ID,Title,Year,Assigned To,Added or Not Relevant?,Justification for Not Relevant,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,Page.count,Cited.by,Abstract Filter,Filtered By (Initials),Second NA Filter,Second Filter By (Initials),DOI,"Filtering Reason (RAs do not fill this out, only for a reference guide)",Link,Filter Explanation (RAs do not fill this out),Document.Type,Publication.Stage,Access.Type,Source,EID,X
3483,"Dangl, T., Wirl, F.",6507189440; 7005726725,The consequences of irreversibility on optimal intertemporal emission policies under uncertainty,2007,Ivan,Added,,Central European Journal of Operations Research,15,2,,143,166,NA,3,NA,CT,1,NST,10.1007/s10100-007-0023-1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-34250311730&partnerID=40&md5=0405e526cbeb046515ffb5df003bd0df,,Article,Final,,Scopus,2-s2.0-34250311730,
2566,"Pycroft, J., Vergano, L., Hope, C.",55216663300; 22987069000; 7005311126,The economic impact of extreme sea-level rise: Ice sheet vulnerability and the social cost of carbon dioxide,2014,Delavane,,,Global Environmental Change,24,1,,99,107,NA,5,1,NST,,,10.1016/j.gloenvcha.2013.08.017,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84894375278&partnerID=40&md5=b235a13bf585c14b38b7b622ed5eacac,,Article,Final,,Scopus,2-s2.0-84894375278,
2360,"Nocera, S., Tonin, S., Cavallaro, F.",6701688799; 23478482700; 50861201600,"The economic impact of greenhouse gas abatement through a meta-analysis: Valuation, consequences and implications in terms of transport policy",2015,James,,,Transport Policy,37,,,31,43,NA,29,1,NST,,,10.1016/j.tranpol.2014.10.004,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84991858778&partnerID=40&md5=06f0ee3e64eaf6cf4ab5dcd7760f733c,,Article,Final,,Scopus,2-s2.0-84991858778,
1252,"Tol, R.S.J.",5.58E+10,The economic impacts of climate change,2018,Moritz,,,Review of Environmental Economics and Policy,12,1,,4,25,NA,74,1,NST,,,10.1093/reep/rex027,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85042929988&partnerID=40&md5=cf83f34eb162ffb8b62897da17895ae8,,Article,Final,,Scopus,2-s2.0-85042929988,
461,"Ueckerdt, F., Frieler, K., Lange, S., Wenz, L., Luderer, G., Levermann, A.",55810286300; 25639753800; 56183904600; 56422119800; 15069126500; 8856583300,The economically optimal warming limit of the planet,2019,Fran,Not relevant,"Only reports total costs, not marginal",Earth System Dynamics,10,4,,741,763,NA,2,NA,NST,1,HFW,10.5194/esd-10-741-2019,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85075279759&partnerID=40&md5=ff2bb29e7e9d9f0f605b4e79b1ff2521,,Article,Final,Open Access,Scopus,2-s2.0-85075279759,
3535,"Ackerman, F., Finlayson, I.J.",36877553300; 55367879300,The economics of inaction on climate change: A sensitivity analysis,2006,Gernot,,,Climate Policy,6,5,,509,526,NA,19,NA,CT,1,NST,10.1080/14693062.2006.9685617,,https://www.scopus.com/inward/record.url?eid=2-s2.0-34249804472&partnerID=40&md5=255d1598bedb8dcec777d568daaa2378,,Article,Final,,Scopus,2-s2.0-34249804472,
3360,"Tol, R.S.J.",5.58E+10,The feasibility of low concentration targets: An application of FUND,2009,Simon,Not relevant,,Energy Economics,31,SUPPL. 2,,S121,S130,NA,17,NA,CT,1,NST,10.1016/j.eneco.2009.07.004,,https://www.scopus.com/inward/record.url?eid=2-s2.0-70749156591&partnerID=40&md5=09219327bb0533b45efc89492502223f,,Article,Final,,Scopus,2-s2.0-70749156591,
3385,"Anthoff, D., Tol, R.S.J.",13002913500; 55765581600,The impact of climate change on the balanced growth equivalent: An application of FUND,2009,Fran,Added,,Environmental and Resource Economics,43,3,,351,367,NA,41,1,CT,,,10.1007/s10640-009-9269-5,,https://www.scopus.com/inward/record.url?eid=2-s2.0-67650863214&partnerID=40&md5=cca123a90faf3eca5fe0970e982bf37a,,Article,Final,Open Access,Scopus,2-s2.0-67650863214,
805,"Zhen, Z., Tian, L.",57190606849; 7202296248,The impact of climate damage function on the social cost of carbon and economic growth rate,2019,Delavane,,,Mitigation and Adaptation Strategies for Global Change,,,,,,NA,1,1,NST,,,10.1007/s11027-019-09908-y,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076861421&partnerID=40&md5=98c1a817ef5d806bedd5e023a314a1dd,,Article,Article in Press,,Scopus,2-s2.0-85076861421,
3686,"Wong, KY; Chuah, JH; Hope, C",NA,The impact of time horizon on integrated climate assessment models,2015,Gernot,,,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,17,8,,2361,2374,NA,2,NA,CT,1,HFW,10.1007/s10098-015-0978-x,,NA,,J,NA,,WebofScience,NA,NA
1293,"Quiggin, J.",7.00E+09,The importance of ‘extremely unlikely’ events: tail risk and the costs of climate change,2018,Ivan,Added,,Australian Journal of Agricultural and Resource Economics,62,1,,4,20,NA,1,1,NST,,,10.1111/1467-8489.12238,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040072588&partnerID=40&md5=43b114a2aecc34a57b1540a5ca1a2c15,,Article,Final,,Scopus,2-s2.0-85040072588,
3017,"Kopp, R.E., Golub, A., Keohane, N.O., Onda, C.",7102794612; 7006729790; 6602452370; 55338418300,The influence of the specification of climate change damages on the social cost of carbon,2012,James,,,Economics,6,,,,,NA,33,1,CT,,,10.5018/economics-ejournal.ja.2012-13,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84865096524&partnerID=40&md5=cca144c7151941df70cce3acac7cba05,,Article,Final,Open Access,Scopus,2-s2.0-84865096524,
2628,"Gollier, C., Hammitt, J.K.",7004141165; 56478640200,The long-run discount rate controversy,2014,Fran,Not relevant,Review of discounting,Annual Review of Resource Economics,6,1,,273,295,NA,22,1,NST,,,10.1146/annurev-resource-100913-012516,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84908285335&partnerID=40&md5=25986276a1ecad48bed3ee1db17d2fc3,,Article,Final,,Scopus,2-s2.0-84908285335,
2485,"Waldhoff, S., Anthoff, D., Rose, S., Tol, R.S.J.",6507819469; 13002913500; 15825990000; 55765581600,The marginal damage costs of different greenhouse gases: An application of FUND,2014,Ivan,Added,,Economics,8,,,,,NA,30,1,NST,,,10.5018/economics-ejournal.ja.2014-31,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84907685431&partnerID=40&md5=582fb6730ad530b08a69772448ca12b1,,Article,Final,Open Access,Scopus,2-s2.0-84907685431,
2324,"Greenberg, D., Fang, C.C.",56597465900; 55826663700,The myth of climate neutrality: Carbon onsetting as an alternative to carbon offsetting,2015,Simon,Not relevant,,Sustainability (United States),8,2,,70,75,NA,2,1,NST,,,10.1089/SUS.2015.0017,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928015504&partnerID=40&md5=fa45342b4f6e59ae2bead0bf3c93f21e,,Article,Final,,Scopus,2-s2.0-84928015504,
277,"van der Ploeg, F., Rezai, A.",6701915911; 36859652300,The risk of policy tipping and stranded carbon assets,2020,Delavane,,,Journal of Environmental Economics and Management,100,,102258,,,NA,4,1,NST,,,10.1016/j.jeem.2019.102258,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072405346&partnerID=40&md5=01e03777bcba8fd670347f28cda950f2,,Article,Final,,Scopus,2-s2.0-85072405346,
2501,"Marten, A.L.",4.22E+10,The role of scenario uncertainty in estimating the benefits of carbon mitigation,2014,Ivan,Added,,Climate Change Economics,5,3,1450007,,,NA,NA,1,NST,,,10.1142/S2010007814500079,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85073476547&partnerID=40&md5=3fb1bf648621236e738326d057c085a5,,Article,Final,,Scopus,2-s2.0-85073476547,
825,"Emmerling, J., Drouet, L., van der Wijst, K.-I., van Vuuren, D., Bosetti, V., Tavoni, M.",56524474400; 55618509700; 57216393623; 7003501910; 6507549454; 21744127000,The role of the discount rate for emission pathways and negative emissions,2019,Gernot,,,Environmental Research Letters,14,10,104008,,,NA,6,1,NST,,,10.1088/1748-9326/ab3cc9,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85083582424&partnerID=40&md5=92da66b64acf44123a7162242dd4de74,,Article,Final,Open Access,Scopus,2-s2.0-85083582424,
1214,"van der Ploeg, F.",6.70E+09,The safe carbon budget,2018,James,,,Climatic Change,147,2-Jan,,47,59,NA,10,1,AZ,,,10.1007/s10584-017-2132-8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041099507&partnerID=40&md5=4cf74f2f8e219a40fd62dbe3d83a1f51,,Article,Final,Open Access,Scopus,2-s2.0-85041099507,
1212,"van der Ploeg, F., Rezai, A.",6701915911; 36859652300,The simple arithmetic of carbon pricing and stranded assets,2018,Fran,Not relevant,Reporting an simply analytic approximation to DICE - documents similarity of results but no extensions / additions => not an original SCC result,Energy Efficiency,11,3,,627,639,NA,3,1,AZ,,,10.1007/s12053-017-9592-6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85038615441&partnerID=40&md5=9ece7db4c364ff34645bd1c113b18d57,,Article,Final,Open Access,Scopus,2-s2.0-85038615441,
2270,"Shindell, D.T.",7.00E+09,The social cost of atmospheric release,2015,Ivan,Added,,Climatic Change,130,2,,313,326,NA,71,1,NST,,,10.1007/s10584-015-1343-0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84940009194&partnerID=40&md5=816a83999f75adc9aeb2cac7a51256ee,,Article,Final,Open Access,Scopus,2-s2.0-84940009194,
3156,"Stanton, E.",2.04E+10,The social cost of carbon,2011,Moritz,Not relevant - summary of results contained in ID3016!,,Environmental Forum,28,6,,38,41,NA,1,1,CT,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-83455250656&partnerID=40&md5=0c6dce32c7c451a13133513eef020fbc,,Article,Final,,Scopus,2-s2.0-83455250656,
729,"Pindyck, R.S.",6.70E+09,The social cost of carbon revisited,2019,Delavane,,,Journal of Environmental Economics and Management,94,,,140,160,NA,26,1,NST,,,10.1016/j.jeem.2019.02.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062231405&partnerID=40&md5=434fbf00d1854bb75f905623c51c43b7,,Article,Final,,Scopus,2-s2.0-85062231405,
436,"Cai, Y., Lontzek, T.S.",35796984200; 53980219400,The social cost of carbon with economic and climate risks,2019,Ivan,Added,,Journal of Political Economy,127,6,,2684,2734,NA,12,1,NST,,,10.1086/701890,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85067389213&partnerID=40&md5=15c73cf8d9f7ff85bde892bf7f3183ac,,Article,Final,,Scopus,2-s2.0-85067389213,
2890,"Johnson, L.T., Yeh, S., Hope, C.",57190062635; 55892819100; 7005311126,The social cost of carbon: Implications for modernizing our electricity system,2013,Delavane,,,Journal of Environmental Studies and Sciences,3,4,,369,375,NA,14,1,CT,,,10.1007/s13412-013-0149-5,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84977100931&partnerID=40&md5=36461fb909b2fd7a2611fba306933df2,,Article,Final,,Scopus,2-s2.0-84977100931,
2580,"Luttrell, M.J.",7.00E+09,The social cost of inertia: How cost-benefit incoherence threatens to derail U.S. climate action,2014,James,,,Duke Environmental Law and Policy Forum,25,1,,131,183,NA,2,1,NST,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84961289289&partnerID=40&md5=c26b4d8f5c8fcee26aa20e82c8ffb698,,Article,Final,,Scopus,2-s2.0-84961289289,
3372,"Tol, R.S.J., Yohe, G.W.",55765581600; 7004304399,The Stern Review: A deconstruction,2009,Simon,Not relevant,,Energy Policy,37,3,,1032,1040,NA,16,NA,CT,1,NST,10.1016/j.enpol.2008.11.008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-59249097588&partnerID=40&md5=789b2d0b49c7848d78b26ac7ec6d9e77,,Article,Final,,Scopus,2-s2.0-59249097588,
1685,"Asplund, D.",5.72E+10,The temporal aspects of the social cost of greenhouse gases,2017,Moritz,,,Economics and Policy of Energy and the Environment,2017,3,,25,39,NA,NA,1,NST,,,10.3280/EFE2017-003002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053599173&partnerID=40&md5=19311b159ab0bb01b2b7865824e09dce,,Article,Final,,Scopus,2-s2.0-85053599173,
3018,"Kopp, R.E., Mignone, B.K.",7102794612; 16646699400,The U.S. government's social cost of carbon estimates after their first two years: Pathways for improvement,2012,Fran,Not relevant,Review of IWG methodology and issues,Economics,6,,,,,NA,35,NA,CT,1,NST,10.5018/economics-ejournal.ja.2012-15,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84865066003&partnerID=40&md5=a409b934ebce5bf18bed2338120dafc1,,Article,Final,Open Access,Scopus,2-s2.0-84865066003,
344,"Archer, D., Kite, E., Lusk, G.",57203174793; 23090619000; 57188831125,The ultimate cost of carbon,2020,Ivan,Not relevant,Paper specifically says not to compare to SCCs,Climatic Change,,,,,,NA,NA,NA,NST,1,HFW,10.1007/s10584-020-02785-4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087898235&partnerID=40&md5=bffe5510973289c1d0b6a4d53e83b6b0,,Article,Article in Press,Open Access,Scopus,2-s2.0-85087898235,
2893,"Anthoff, D., Tol, R.S.J.",13002913500; 55765581600,The uncertainty about the social cost of carbon: A decomposition analysis using fund,2013,James,,,Climatic Change,117,3,,515,530,NA,62,NA,CT,1,NST,10.1007/s10584-013-0706-7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874950414&partnerID=40&md5=739d7058755bcbbe217829beb4f5e1ba,,Article,Final,,Scopus,2-s2.0-84874950414,
1104,"Linnenluecke, M., Smith, T., Whaley, R.E.",34768782000; 57196435151; 7005965230,The unpaid social cost of carbon: Introducing a framework to estimate “legal looting” in the fossil fuel industry,2018,Delavane,,,Accounting Research Journal,31,2,,122,134,NA,5,1,AZ,,,10.1108/ARJ-08-2017-0138,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053237244&partnerID=40&md5=81e91854450dc3decaf2ecc864456fe5,,Article,Final,Open Access,Scopus,2-s2.0-85053237244,
1687,"Pindyck, R.S.",6.70E+09,The use and misuse of models for climate policy,2017,Gernot,,,Review of Environmental Economics and Policy,11,1,rew017,100,114,NA,74,1,NST,,,10.1093/reep/rew012,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85017214364&partnerID=40&md5=072313dfbe5a09eab356b6e16c222bb1,,Article,Final,Open Access,Scopus,2-s2.0-85017214364,
658,"Sproul, E., Barlow, J., Quinn, J.C.",36161272500; 57191033211; 36562288100,Time Value of Greenhouse Gas Emissions in Life Cycle Assessment and Techno-Economic Analysis,2019,Moritz,,,Environmental Science and Technology,53,10,,6073,6080,NA,3,NA,HFW,1,NST,10.1021/acs.est.9b00514,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85065759073&partnerID=40&md5=252b3535bc153ebce362d532d3c37a88,,Article,Final,Open Access,Scopus,2-s2.0-85065759073,
1286,"Faulwasser, T., Nydestedt, R., Kellett, C.M., Weller, S.R.",24470752600; 57202585698; 6603739953; 7202503383,Towards a FAIR-DICE IAM: Combining DICE and FAIR Models <sup>?</sup>,2018,Simon,Added,,IFAC-PapersOnLine,51,5,,126,131,NA,NA,1,NST,,,10.1016/j.ifacol.2018.06.222,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85048792935&partnerID=40&md5=f7fb1f17ea028c9c8950d3ae61ad1c17,,Article,Final,Open Access,Scopus,2-s2.0-85048792935,
2636,"Pezzey, J.C.V., Burke, P.J.",57203702036; 55150234500,Towards a more inclusive and precautionary indicator of global sustainability,2014,Gernot,,,Ecological Economics,106,,,141,154,NA,11,1,NST,,,10.1016/j.ecolecon.2014.07.008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84906057808&partnerID=40&md5=90fa624c04f0b73d74a3e94dcdf3c56c,,Article,Final,,Scopus,2-s2.0-84906057808,
3771,"Marten, Alex L",NA,Transient Temperature Response Modeling in IAMs: The Effects of Over Simplification on the SCC,2011,James,,,"Economics: The Open-Access, Open-Assessment E-Journal",5,,NA,,NA,NA,NA,NA,CT,1,NST,,,https://search.proquest.com/docview/925698575?accountid=14505,,Scholarly Journals,NA,NA,EconLit,NA,NA
173,"Bachner, G., Mayer, J., Steininger, K.W., Anger-Kraavi, A., Smith, A., Barker, T.S.",56073880300; 57204727110; 6701445158; 57193220656; 57208297277; 7103052504,Uncertainties in macroeconomic assessments of low-carbon transition pathways - The case of the European iron and steel industry,2020,Moritz,,,Ecological Economics,172,,106631,,,NA,1,1,NST,,,10.1016/j.ecolecon.2020.106631,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85080147703&partnerID=40&md5=41aa4fdc00fcaeeb356aaa8d06a33965,,Article,Final,Open Access,Scopus,2-s2.0-85080147703,
2548,"Anderson, B., Borgonovo, E., Galeotti, M., Roson, R.",55878050600; 6603293949; 16419724600; 55877939100,Uncertainty in climate change modeling: Can global sensitivity analysis be of help?,2014,Gernot,,,Risk Analysis,34,2,,271,293,NA,51,1,NST,,,10.1111/risa.12117,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84894282240&partnerID=40&md5=908a1d0a43c517ba3907126970299ce9,,Article,Final,,Scopus,2-s2.0-84894282240,
1598,"Rose, S.K., Diaz, D.B., Blanford, G.J.",15825990000; 56519315300; 23977456900,Understanding the social cost of carbon: A model diagnostic and inter-comparison study,2017,Delavane,,,Climate Change Economics,8,2,1750009,,,NA,12,1,NST,,,10.1142/S2010007817500099,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85021813385&partnerID=40&md5=323f8e982bf283191a83084758208a97,,Article,Final,Open Access,Scopus,2-s2.0-85021813385,
2285,"van der Ploeg, F.",6.70E+09,Untapped fossil fuel and the green paradox: a classroom calibration of the optimal carbon tax,2015,Simon,Added,,Environmental Economics and Policy Studies,17,2,,185,210,NA,2,1,NST,,,10.1007/s10018-014-0097-7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84939958503&partnerID=40&md5=af2593dc00d84a8a69e848b5d988489b,,Article,Final,,Scopus,2-s2.0-84939958503,
2544,"Shirley, K., Cantrell, J., Kiser, K., Marland, E., Marland, G.",37000336600; 36999758400; 56020012300; 6507477785; 7007082281,Valuing uncertainty part II: The impact of risk charges in dealing with time issues in lifecycle analysis and GHG accounting,2014,Fran,Not relevant, Uncertainty in carbon sequestration,Carbon Management,5,1,,43,53,NA,1,1,NST,,,10.4155/cmt.13.76,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84893181139&partnerID=40&md5=6953984d7c050d7afca751c605389be0,,Article,Final,Open Access,Scopus,2-s2.0-84893181139,
3291,"Warren, R., Mastrandrea, M.D., Hope, C., Hof, A.F.",22996291800; 6602804620; 7005311126; 12238851300,Variation in the climatic response to SRES emissions scenarios in integrated assessment models,2010,James,,,Climatic Change,102,3,,671,685,NA,15,1,CT,,,10.1007/s10584-009-9769-x,,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957123637&partnerID=40&md5=04e4320306ee6825dda373f75376321a,,Article,Final,,Scopus,2-s2.0-77957123637,
1217,"Vogt-Schilb, A., Meunier, G., Hallegatte, S.",36132406800; 23971381800; 23392612400,"When starting with the most expensive option makes sense: Optimal timing, cost and sectoral allocation of abatement investment",2018,Ivan,Not relevant,"Not an IAM, focused on specific technologies",Journal of Environmental Economics and Management,88,,,210,233,NA,23,NA,AZ,1,HFW,10.1016/j.jeem.2017.12.001,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85038815852&partnerID=40&md5=9621ee57a6e921d6acefd5add1f22a0f,,Article,Final,Open Access,Scopus,2-s2.0-85038815852,
2346,"Iverson, T., Denning, S., Zahran, S.",52563706800; 57202668073; 14120438000,When the long run matters: The joint effect of carbon decay and discounting,2015,Moritz,,,Climatic Change,129,2-Jan,,57,72,NA,3,1,NST,,,10.1007/s10584-014-1321-y,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84925510826&partnerID=40&md5=305216c0d56af08d73658a8ae66ae2b7,,Article,Final,,Scopus,2-s2.0-84925510826,
200,"Su, K., Lee, C.-M.",57209685466; 56100904500,When will China achieve its carbon emission peak? A scenario analysis based on optimal control and the STIRPAT model,2020,Gernot,,,Ecological Indicators,112,,106138,,,NA,2,1,NST,,,10.1016/j.ecolind.2020.106138,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85078705957&partnerID=40&md5=8b94bc1a2d8b5c94720b90e92f77966d,,Article,Final,,Scopus,2-s2.0-85078705957,
1625,"Thompson, R.",5.53E+10,Whither climate change post-Paris?,2017,Delavane,,,Anthropocene Review,4,1,,62,69,NA,2,1,NST,,,10.1177/2053019616676607,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85018762270&partnerID=40&md5=328fa9d8ae5102939c77357269ad722d,,Article,Final,,Scopus,2-s2.0-85018762270,
819,"Pezzey, J.C.V.",5.72E+10,Why the social cost of carbon will always be disputed,2019,Simon,Not relevant,,Wiley Interdisciplinary Reviews: Climate Change,10,1,e558,,,NA,9,1,NST,,,10.1002/wcc.558,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85056340324&partnerID=40&md5=2716fc9d678d281f902dad151fc81e02,,Article,Final,Open Access,Scopus,2-s2.0-85056340324,
476,"Schubert, K.",7.10E+09,Williamd. Nordhaus: Integratingclimatechange intolong-runmacroeconomicanalysis | William D. Nordhaus: Intégrer le changement climatique dans l’analyse macroéconomique de long terme,2019,Fran,Not relevant,"Review of DICE modeling framework, not original SCC",Revue d'Economie Politique,129,6,,887,908,NA,NA,1,NST,,,10.3917/redp.296.0887,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85079811289&partnerID=40&md5=623aafd095acd5948e06afcd6b8d21b4,,Article,Final,,Scopus,2-s2.0-85079811289,
340,"Howard, P.H., Sylvan, D.",56154306100; 55507608800,Wisdom of the experts: Using survey responses to address positive and normative uncertainties in climate-economic models,2020,Moritz,,,Climatic Change,,,,,,NA,NA,1,NST,,,10.1007/s10584-020-02771-w,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087652034&partnerID=40&md5=b2a05c1fbc08294b662d158c9a8a09a9,,Article,Article in Press,,Scopus,2-s2.0-85087652034,
799,"Glynn, J., Gargiulo, M., Chiodi, A., Deane, P., Rogan, F., Ó Gallachóir, B.",55968455300; 37010926200; 55194331000; 56503614300; 40561650200; 13611881300,Zero carbon energy system pathways for Ireland consistent with the Paris Agreement,2019,Ivan,Not relevant,Energy systems stuff,Climate Policy,19,1,,30,42,NA,6,1,NST,,,10.1080/14693062.2018.1464893,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85046037526&partnerID=40&md5=8f5bc1cd891b3ae2becc5771d1a9df6e,,Article,Final,Open Access,Scopus,2-s2.0-85046037526,
