,Authors,Author.s..ID,Title,Year,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,Page.count,Cited.by,Abstract Filter,Filtered By (Initials),Second NA Filter,Second Filter By (Initials),DOI,"Filtering Reason (RAs do not fill this out, only for a reference guide)",Link,Filter Explanation (RAs do not fill this out),Document.Type,Publication.Stage,Access.Type,Source,EID,X,,
2539,"Crago, C.L., Khanna, M.",36456613400; 7006441259,Carbon abatement in the fuel market with biofuels: Implications for second best policies,2014,Journal of Environmental Economics and Management,67,2,,89,103,NA,8,0,NST,,,10.1016/j.jeem.2013.11.001,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84894247590&partnerID=40&md5=c81cf9734dbdb5604aa3ef04c75cf4c6,,Article,Final,,Scopus,2-s2.0-84894247590,,,
2540,"Chavez-Baeza, C., Sheinbaum-Pardo, C.",53663179300; 34267800100,"Sustainable passenger road transport scenarios to reduce fuel consumption, air pollutants and GHG (greenhouse gas) emissions in the Mexico City Metropolitan Area",2014,Energy,66,,,624,634,NA,46,0,NST,,,10.1016/j.energy.2013.12.047,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84896397883&partnerID=40&md5=9a26fa6fbcb1eaab00a97cce7e8b771a,,Article,Final,,Scopus,2-s2.0-84896397883,,,
2542,"Lemoine, D., Traeger, C.",13806244300; 37125128200,Watch your step: Optimal policy in a tipping climate,2014,American Economic Journal: Economic Policy,6,1 B,,137,166,NA,108,1,NST,,,10.1257/pol.6.1.137,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84893760791&partnerID=40&md5=603a12793893b6cc379931a3e94ef6f0,,Article,Final,,Scopus,2-s2.0-84893760791,,,
2543,"Najafi, B., Shirazi, A., Aminyavari, M., Rinaldi, F., Taylor, R.A.",8627045100; 55675224278; 55388479400; 55111603500; 55547114594,"Exergetic, economic and environmental analyses and multi-objective optimization of an SOFC-gas turbine hybrid cycle coupled with an MSF desalination system",2014,Desalination,334,1,,46,59,NA,82,0,NST,,,10.1016/j.desal.2013.11.039,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84890853560&partnerID=40&md5=164bf66815d36568818e042d343cd346,,Article,Final,,Scopus,2-s2.0-84890853560,,,
2544,"Shirley, K., Cantrell, J., Kiser, K., Marland, E., Marland, G.",37000336600; 36999758400; 56020012300; 6507477785; 7007082281,Valuing uncertainty part II: The impact of risk charges in dealing with time issues in lifecycle analysis and GHG accounting,2014,Carbon Management,5,1,,43,53,NA,1,1,NST,,,10.4155/cmt.13.76,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84893181139&partnerID=40&md5=6953984d7c050d7afca751c605389be0,,Article,Final,Open Access,Scopus,2-s2.0-84893181139,,,
2545,"Oliva H., S., MacGill, I., Passey, R.",55972684200; 6505798998; 7006172027,Estimating the net societal value of distributed household PV systems,2014,Solar Energy,100,,,9,22,NA,26,0,NST,,,10.1016/j.solener.2013.11.027,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84890813354&partnerID=40&md5=8a67a4ac1759754e3b7d5cea7eceb44f,,Article,Final,,Scopus,2-s2.0-84890813354,,,
2546,"Gan, J., Langeveld, J.W.A., Smith, C.T.",7102366804; 8293905700; 35611233400,An agent-based modeling approach for determining corn stover removal rate and transboundary effects,2014,Environmental Management,53,2,,333,342,NA,5,0,NST,,,10.1007/s00267-013-0208-4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84895075648&partnerID=40&md5=b33a1d5961162282e6aff5a4e261b3d4,,Article,Final,,Scopus,2-s2.0-84895075648,,,
2547,"Moreira, J.R., Pacca, S.A., Parente, V.",57216242941; 16203758500; 6603808626,The future of oil and bioethanol in Brazil,2014,Energy Policy,65,,,7,15,NA,17,0,NST,,,10.1016/j.enpol.2013.09.055,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84890311043&partnerID=40&md5=b43f94924b5304e6b6298f42d720a378,,Article,Final,,Scopus,2-s2.0-84890311043,,,
2548,"Anderson, B., Borgonovo, E., Galeotti, M., Roson, R.",55878050600; 6603293949; 16419724600; 55877939100,Uncertainty in climate change modeling: Can global sensitivity analysis be of help?,2014,Risk Analysis,34,2,,271,293,NA,51,1,NST,,,10.1111/risa.12117,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84894282240&partnerID=40&md5=908a1d0a43c517ba3907126970299ce9,,Article,Final,,Scopus,2-s2.0-84894282240,,,
2549,"Van Der Ploeg, F., Withagen, C.",6701915911; 7003930644,"Growth, renewables, and the optimal carbon tax",2014,International Economic Review,55,1,,283,311,NA,51,1,NST,,,10.1111/iere.12049,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84892899483&partnerID=40&md5=b7c15aebfe368b942958439a5dbd60bc,,Article,Final,,Scopus,2-s2.0-84892899483,,,
2550,"Brown, M.A., Baer, P., Cox, M., Kim, Y.J.",7405388601; 35232569000; 55611646600; 57202395000,Evaluating the risks of alternative energy policies: A case study of industrial energy efficiency,2014,Energy Efficiency,7,1,,1,22,NA,15,NA,NST,,,10.1007/s12053-013-9196-8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84891748291&partnerID=40&md5=19f635426ee683dd6fe481185df25b3b,,Article,Final,,Scopus,2-s2.0-84891748291,,,
2551,"Olson, E.L.",7202250548,Green Innovation Value Chain analysis of PV solar power,2014,Journal of Cleaner Production,64,,,73,80,NA,26,0,NST,,,10.1016/j.jclepro.2013.07.050,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84890309734&partnerID=40&md5=41bddbb85786f4e88cb2882cc7de5c4f,,Article,Final,,Scopus,2-s2.0-84890309734,,,
2552,"Morri, E., Pruscini, F., Scolozzi, R., Santolini, R.",50262482000; 55324085800; 36844751100; 6507255005,A forest ecosystem services evaluation at the river basin scale: Supply and demand between coastal areas and upstream lands (Italy),2014,Ecological Indicators,37,PART A,,210,219,NA,25,0,NST,,,10.1016/j.ecolind.2013.08.016,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84890063883&partnerID=40&md5=e3abbce2ebd7a1e867b422846d64ac39,,Article,Final,,Scopus,2-s2.0-84890063883,,,
2553,"Staub-Kaminski, I., Zimmer, A., Jakob, M., Marschinski, R.",57211315463; 56425339600; 57197618524; 16022146700,Climate policy in practice: A typology of obstacles and implications for integrated assessment modeling,2014,Climate Change Economics,5,1,1440004,,,NA,22,NA,NST,,,10.1142/S2010007814400041,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85073467638&partnerID=40&md5=78dac32c8ae1a4757a1388a1408c13a1,,Article,Final,,Scopus,2-s2.0-85073467638,,,
2554,"Li, Y.P., Huang, G.H., Li, M.W.",26531210500; 55489745300; 55512537400,An integrated optimization modeling approach for planning emission trading and clean-energy development under uncertainty,2014,Renewable Energy,62,,,31,46,NA,35,0,NST,,,10.1016/j.renene.2013.06.029,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84880647684&partnerID=40&md5=7cc0b19d44c6afd03732a7b0722baecc,,Article,Final,,Scopus,2-s2.0-84880647684,,,
2555,"Xiao, Q., Xiao, Y., Ouyang, Z.Y., Xu, W.H., Xiang, S., Li, Y.Z.",37029227000; 55321749800; 7006468812; 55487629900; 56015105300; 55876252700,Value assessment of the function of the forest ecosystem services in Chongqing,2014,Shengtai Xuebao/ Acta Ecologica Sinica,34,1,,216,223,NA,20,0,NST,,,10.5846/stxb201306261782,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84893019140&partnerID=40&md5=df91f6f217d3ab7e1b5fb3b7046c55d2,,Article,Final,,Scopus,2-s2.0-84893019140,,,
2556,"Tseng, S.-C., Hung, S.-W.",36351386300; 7201936131,A strategic decision-making model considering the social costs of carbon dioxide emissions for sustainable supply chain management,2014,Journal of Environmental Management,133,,,315,322,NA,104,0,NST,,,10.1016/j.jenvman.2013.11.023,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84891817558&partnerID=40&md5=d2bea13c522f09364429ee6123660162,,Article,Final,,Scopus,2-s2.0-84891817558,,,
2561,"Chemingui, M.A., Thabet, C.",24722715600; 36162662900,Taxing CO<inf>2</inf> emissions and its ancillary health benefits: a computable general equilibrium analysis for Tunisia,2014,Middle East Development Journal,6,1,,108,145,NA,1,0,NST,,,10.1080/17938120.2014.887805,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85026871962&partnerID=40&md5=820e87ec0e16c28ca99ccb701932f751,,Article,Final,,Scopus,2-s2.0-85026871962,,,
2562,"Moyer, E.J., Woolley, M.D., Matteson, N.J., Glotter, M.J., Weisbach, D.A.",7006539346; 7006124453; 56395522700; 55826694700; 6603138636,Climate impacts on economic growth as drivers of uncertainty in the social cost of carbon,2014,Journal of Legal Studies,43,2,,401,425,NA,29,1,NST,,,10.1086/678140,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84908259726&partnerID=40&md5=17da77aa3bdd2d37dcd84d7b13b7b7d7,,Article,Final,,Scopus,2-s2.0-84908259726,,,
2564,"Howarth, R.B., Gerst, M.D., Borsuk, M.E.",7101808750; 25124028800; 6603669002,Risk mitigation and the social cost of carbon,2014,Global Environmental Change,24,1,,123,131,NA,15,1,NST,,,10.1016/j.gloenvcha.2013.11.012,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84894294903&partnerID=40&md5=e980fb0d79cbc12c24c68498128d56fc,,Article,Final,,Scopus,2-s2.0-84894294903,,,
2566,"Pycroft, J., Vergano, L., Hope, C.",55216663300; 22987069000; 7005311126,The economic impact of extreme sea-level rise: Ice sheet vulnerability and the social cost of carbon dioxide,2014,Global Environmental Change,24,1,,99,107,NA,5,1,NST,,,10.1016/j.gloenvcha.2013.08.017,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84894375278&partnerID=40&md5=b235a13bf585c14b38b7b622ed5eacac,,Article,Final,,Scopus,2-s2.0-84894375278,,,
2572,"Kunnas, J., McLaughlin, E., Hanley, N., Greasley, D., Oxley, L., Warde, P.",6506421239; 55625869500; 7005750378; 6603814976; 7003336774; 35919062000,"Counting carbon: historic emissions from fossil fuels, long-run measures of sustainable development and carbon debt",2014,Scandinavian Economic History Review,62,3,,243,265,NA,7,1,NST,,,10.1080/03585522.2014.896284,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84912027492&partnerID=40&md5=330973a55f6c52a3b7008b26efce4582,,Article,Final,,Scopus,2-s2.0-84912027492,,,
2573,"Tewksbury, J., Wagner, G.",6601978846; 56076393200,The role of civil society in recalibrating conservation science incentives,2014,Conservation Biology,28,5,,1437,1439,NA,2,0,NST,,,10.1111/cobi.12288,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84907954931&partnerID=40&md5=07b8a19d26267e19cf340812a8df4f62,,Article,Final,,Scopus,2-s2.0-84907954931,,,
2574,"Crost, B., Traeger, C.P.",15828898800; 37125128200,Optimal CO<inf>2</inf> mitigation under damage risk valuation,2014,Nature Climate Change,4,7,,631,636,NA,34,1,NST,,,10.1038/nclimate2249,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84903455569&partnerID=40&md5=6251132cb1a0917fd4dcf694d82b5588,,Article,Final,,Scopus,2-s2.0-84903455569,,,
2576,"Sunstein, C.R.",7006153931,The real world of cost-benefit analysis: Thirtysix questions (and almost as many answers),2014,Columbia Law Review,114,1,,167,211,NA,28,NA,NST,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84877958243&partnerID=40&md5=a0fe5ed639d0be7e432cd1eef9a89220,,Article,Final,,Scopus,2-s2.0-84877958243,,,
2577,"Bohmholdt, A.",56395405700,Evaluating the Triple Bottom Line Using Sustainable Return on Investment,2014,Remediation,24,4,,53,64,NA,6,0,NST,,,10.1002/rem.21404,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84908228384&partnerID=40&md5=d8a62ed2c2a676c6a860eec264f3aef8,,Article,Final,,Scopus,2-s2.0-84908228384,,,
2578,"Jensen, S., Traeger, C.P.",57197359534; 37125128200,Optimal climate change mitigation under long-term growth uncertainty: Stochastic integrated assessment and analytic findings,2014,European Economic Review,69,,,104,125,NA,37,1,NST,,,10.1016/j.euroecorev.2014.01.008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901982257&partnerID=40&md5=a5e01e04cb612e69091ba38618a6f7d6,,Article,Final,,Scopus,2-s2.0-84901982257,,,
2579,"Hoel, M., Holtsmark, B., Holtsmark, K.",7004010451; 56140001400; 55388542900,Faustmann and the climate,2014,Journal of Forest Economics,20,2,,192,210,NA,14,0,NST,,,10.1016/j.jfe.2014.04.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901636193&partnerID=40&md5=7439d9b951ad72c6f7457b76bdc45475,,Article,Final,,Scopus,2-s2.0-84901636193,,,
2580,"Luttrell, M.J.",7003636349,The social cost of inertia: How cost-benefit incoherence threatens to derail U.S. climate action,2014,Duke Environmental Law and Policy Forum,25,1,,131,183,NA,2,1,NST,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84961289289&partnerID=40&md5=c26b4d8f5c8fcee26aa20e82c8ffb698,,Article,Final,,Scopus,2-s2.0-84961289289,,,
2582,"Ghersi, F.",6505854426,Low-Carbon Policy Making vs. Low-Carbon Policy Modelling: State-of-the-Art and Challenges,2014,Environmental Modeling and Assessment,19,5,,345,360,NA,2,NA,NST,,,10.1007/s10666-013-9394-y,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84907708386&partnerID=40&md5=1aca073d276e2e7d81fb4af3c9b9c00e,,Article,Final,,Scopus,2-s2.0-84907708386,,,
2583,"Newbold, S.C., Marten, A.L.",10139389700; 42161528200,The value of information for integrated assessment models of climate change,2014,Journal of Environmental Economics and Management,68,1,,111,123,NA,8,0,NST,,,10.1016/j.jeem.2014.01.002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904552090&partnerID=40&md5=00d6fbab89017c3b2a74c149fda1295f,,Article,Final,,Scopus,2-s2.0-84904552090,,,
2584,"Springmann, M.",55366816500,Integrating emissions transfers into policy-making,2014,Nature Climate Change,4,3,,177,181,NA,27,0,NST,,,10.1038/nclimate2102,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84895493182&partnerID=40&md5=d13381fb354436bc730e2ad33a3ee509,,Article,Final,,Scopus,2-s2.0-84895493182,,,
2585,"Paul, A., Palmer, K., Woerman, M.",7402490209; 7202292836; 37040052700,Analysis of the Bingaman clean energy standard proposal,2014,Resource and Energy Economics,36,1,,113,129,NA,6,0,NST,,,10.1016/j.reseneeco.2013.11.008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84893021587&partnerID=40&md5=8aab6337e75209d21a5573e183bedceb,,Article,Final,,Scopus,2-s2.0-84893021587,,,
2586,"Dedrick, J., Kraemer, K.L., Linden, G.",6603923028; 7101966746; 7006305246,Wind Energy: Should the U.S. Renew Its Support?,2014,Electricity Journal,27,8,,60,74,NA,3,0,NST,,,10.1016/j.tej.2014.08.009,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84922487670&partnerID=40&md5=2158462883dc519cece70d9ce9d0f9c0,,Article,Final,,Scopus,2-s2.0-84922487670,,,
2587,"Clements, B., Coady, D., Fabrizio, S., Gupta, S., Shang, B.",57189893457; 7003333339; 14824834500; 57213338109; 12805718400,Energy subsidies: How large are they and how can they be reformed?,2014,Economics of Energy and Environmental Policy,3,1,,1,17,NA,13,0,NST,,,10.5547/2160-5890.3.1.bcle,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84995960017&partnerID=40&md5=e91036dc3878341b859a550c7d179b9b,,Article,Final,,Scopus,2-s2.0-84995960017,,,
2589,"Jung, J., Tyner, W.E.",56537391000; 35241386400,Economic and policy analysis for solar PV systems in Indiana,2014,Energy Policy,74,C,,123,133,NA,21,0,NST,,,10.1016/j.enpol.2014.08.027,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84924096821&partnerID=40&md5=ca23993cf0598fa9041a59d5d03eb3aa,,Article,Final,,Scopus,2-s2.0-84924096821,,,
2590,"Leibowicz, B.D.",55998327100,Evaluation of post-Fukushima Japanese electricity strategies: A stochastic simulation model,2014,International Journal of Energy Research,38,12,,1578,1598,NA,4,0,NST,,,10.1002/er.3181,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84908357396&partnerID=40&md5=0100928bff8d6e5cf84e3091458c55c7,,Article,Final,,Scopus,2-s2.0-84908357396,,,
2591,"Thompson, T.M., Rausch, S., Saari, R.K., Selin, N.E.",16033699300; 36097451100; 23005761400; 15081312600,A systems approach to evaluating the air quality co-benefits of US carbon policies,2014,Nature Climate Change,4,10,,917,923,NA,108,0,NST,,,10.1038/nclimate2342,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84923185461&partnerID=40&md5=bec339497c7420a7849aa07da60f8f09,,Article,Final,,Scopus,2-s2.0-84923185461,,,
2592,"Sekar, A., Williams, E., Chester, M.",56383592000; 7403996458; 23995176100,Siting is a constraint to realize environmental benefits from carbon capture and storage,2014,Environmental Science and Technology,48,19,,11705,11712,NA,3,0,NST,,,10.1021/es5003764,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84907934224&partnerID=40&md5=57b665e8551ad1f9541c7ca326dd77c4,,Article,Final,,Scopus,2-s2.0-84907934224,,,
2594,"Richardson, L.J., Cleetus, R., Clemmer, S., Deyette, J.",56448070200; 37088130300; 6507690089; 6508013598,Economic impacts on West Virginia from projected future coal production and implications for policymakers,2014,Environmental Research Letters,9,2,24006,,,NA,8,0,NST,,,10.1088/1748-9326/9/2/024006,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928096466&partnerID=40&md5=dd61574ab470019544422cf8c1176775,,Article,Final,Open Access,Scopus,2-s2.0-84928096466,,,
2596,"Mandel, B.H.",56465649300,Performance-Based Regulation to Improve Upstream Energy Efficiency,2014,Electricity Journal,27,9,,20,35,NA,3,0,NST,,,10.1016/j.tej.2014.10.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84920119114&partnerID=40&md5=f555bcf1f46924f1647ffbdd1d6e75e9,,Article,Final,,Scopus,2-s2.0-84920119114,,,
2597,"Garnaut, R.",6602419323,Resolving Energy Policy Dilemmas in an Age of Carbon Constraints,2014,Australian Economic Review,47,4,,492,508,NA,5,0,NST,,,10.1111/1467-8462.12087,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84913614757&partnerID=40&md5=4e516e96a4c943774f9c79a516564db9,,Article,Final,,Scopus,2-s2.0-84913614757,,,
2599,"Anthoff, D., Tol, R.S.J.",13002913500; 55765581600,Climate policy under fat-tailed risk: An application of FUND,2014,Annals of Operations Research,220,1,,223,237,NA,9,1,NST,,,10.1007/s10479-013-1343-2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84906076872&partnerID=40&md5=783b46f5a6a841cf141d6555ee78048c,,Article,Final,,Scopus,2-s2.0-84906076872,,,
2600,"Gilmore, E.A., Blohm, A., Sinsabaugh, S.",15065313300; 36187987100; 36027048300,An economic and environmental assessment of transporting bulk energy from a grazing ocean thermal energy conversion facility,2014,Renewable Energy,71,,,361,367,NA,4,0,NST,,,10.1016/j.renene.2014.05.021,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84902313529&partnerID=40&md5=ff43d9b5d9d6cd3ce287becd127415ce,,Article,Final,,Scopus,2-s2.0-84902313529,,,
2602,"Egger, P., Nigai, S.",7005059894; 45561402700,Energy Demand and Trade in General Equilibrium,2014,Environmental and Resource Economics,60,2,,191,213,NA,6,0,NST,,,10.1007/s10640-014-9764-1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921999900&partnerID=40&md5=c10e67777d14528b7a0606b803598cde,,Article,Final,,Scopus,2-s2.0-84921999900,,,
2605,"Jenkins, J.D.",56048270700,"Political economy constraints on carbon pricing policies: What are the implications for economic efficiency, environmental efficacy, and climate policy design?",2014,Energy Policy,69,,,467,477,NA,82,1,NST,,,10.1016/j.enpol.2014.02.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84899084642&partnerID=40&md5=b9c8f490a95f4b6f95c548e8899d4d2d,,Article,Final,,Scopus,2-s2.0-84899084642,,,
2606,"Tahmasseby, S., Kattan, L.",23487116600; 6603440769,Preliminary economic appraisal of personal rapid transit (PRT) and urban gondola feeder systems serving a university campus and its surrounding major attractions,2014,Canadian Journal of Civil Engineering,42,1,,67,79,NA,NA,0,NST,,,10.1139/cjce-2013-0313,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921293715&partnerID=40&md5=2cae8f4c0e3ba3cfb202ca9beb4edafd,,Article,Final,,Scopus,2-s2.0-84921293715,,,
2609,"Traeger, C.P.",37125128200,A 4-Stated DICE: Quantitatively Addressing Uncertainty Effects in Climate Change,2014,Environmental and Resource Economics,59,1,,1,37,NA,25,NA,NST,,,10.1007/s10640-014-9776-x,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84906043317&partnerID=40&md5=1ba12ad454c1472d1a61891f1adfdcfd,,Article,Final,,Scopus,2-s2.0-84906043317,,,
2611,"Sanz, M.T., Cansino, J.M., González-Limón, J.M., Santamaría, M., Yñiguez, R.",56288010700; 9234921500; 55806810000; 26028141100; 36103636600,Economic assessment of CO<inf>2</inf> emissions savings in Spain associated with the use of biofuels for the transport sector in 2010,2014,Utilities Policy,29,,,25,32,NA,18,0,NST,,,10.1016/j.jup.2014.04.002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904703435&partnerID=40&md5=18e10f7a2a494def896ba75971d536b8,,Article,Final,,Scopus,2-s2.0-84904703435,,,
2613,"Byrom, S., Thomas, S., Dargusch, P.",55364012100; 55363718500; 23984742400,Millennium development goals and clean development: Synergies in the Pacific,2014,Mitigation and Adaptation Strategies for Global Change,19,1,,33,44,NA,2,0,NST,,,10.1007/s11027-012-9425-z,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84891631038&partnerID=40&md5=09b99b41798a2f0fa1ed05d4c4459703,,Article,Final,,Scopus,2-s2.0-84891631038,,,
2614,"Saikkonen, L., Ollikainen, M., Lankoski, J.",56226673500; 7003552103; 14028819000,"Imported palm oil for biofuels in the EU: Profitability, greenhouse gas emissions and social welfare effects",2014,Biomass and Bioenergy,68,,,7,23,NA,5,0,NST,,,10.1016/j.biombioe.2014.05.029,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84903159828&partnerID=40&md5=e4d89be3e54c6075c699c6fdb0f151e7,,Article,Final,,Scopus,2-s2.0-84903159828,,,
2615,"Hiironen, J., Niukkanen, K.",55847408200; 55847663700,On the structural development of arable land in Finland - How costly will it be for the climate?,2014,Land Use Policy,36,,,192,198,NA,9,0,NST,,,10.1016/j.landusepol.2013.08.008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84883644429&partnerID=40&md5=31093c5f93371a253d8647878580c6f1,,Article,Final,,Scopus,2-s2.0-84883644429,,,
2620,"Davis, L.W., Fuchs, A., Gertler, P.",8318412700; 56412432700; 7003626422,Cash for coolers: Evaluating a large-scale appliance replacement program in Mexico,2014,American Economic Journal: Economic Policy,6,4,,207,238,NA,70,0,NST,,,10.1257/pol.6.4.207,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84899980102&partnerID=40&md5=323dc437f10804bc506d11139370c41c,,Article,Final,,Scopus,2-s2.0-84899980102,,,
2622,"Abson, D.J., Termansen, M., Pascual, U., Aslam, U., Fezzi, C., Bateman, I.",35319656800; 16835466300; 8318429700; 56024541100; 24821545400; 7005934781,Valuing Climate Change Effects Upon UK Agricultural GHG Emissions: Spatial Analysis of a Regulating Ecosystem Service,2014,Environmental and Resource Economics,57,2,,215,231,NA,10,NA,NST,,,10.1007/s10640-013-9661-z,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84893392963&partnerID=40&md5=13d0096664d2a5b2835f3e311b58eb9d,,Article,Final,,Scopus,2-s2.0-84893392963,,,
2625,"Parry, I., Heine, D., Li, S., Lis, E.",7005819304; 55574702600; 54793075700; 36191970500,How should different countries tax fuels to correct environmental externalities?,2014,Economics of Energy and Environmental Policy,3,2,,61,77,NA,6,0,NST,,,10.5547/2160-5890.3.2.ipar,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84995932339&partnerID=40&md5=35f1dcb3885e409cb162d09a67be7227,,Article,Final,,Scopus,2-s2.0-84995932339,,,
2626,"Rubin, J., Leiby, P.N., Brown, M.L.",7402519080; 6701439554; 56532804600,Regional credit trading: Economic and greenhouse gas impacts of a national low carbon fuel standard,2014,Transportation Research Record,2454,,,28,35,NA,1,0,NST,,,10.3141/2454-04,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84923935995&partnerID=40&md5=760949da9b4ab14426ca6a658dba36e8,,Article,Final,,Scopus,2-s2.0-84923935995,,,
2628,"Gollier, C., Hammitt, J.K.",7004141165; 56478640200,The long-run discount rate controversy,2014,Annual Review of Resource Economics,6,1,,273,295,NA,22,1,NST,,,10.1146/annurev-resource-100913-012516,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84908285335&partnerID=40&md5=25986276a1ecad48bed3ee1db17d2fc3,,Article,Final,,Scopus,2-s2.0-84908285335,,,
2630,"Brooks, W.R., Newbold, S.C.",25935745800; 10139389700,An updated biodiversity nonuse value function for use in climate change integrated assessment models,2014,Ecological Economics,105,,,342,349,NA,3,0,NST,,,10.1016/j.ecolecon.2014.06.015,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84905237758&partnerID=40&md5=6c5f4d5556ed9c8a933dac2974cae38a,,Article,Final,,Scopus,2-s2.0-84905237758,,,
2631,"Carothers, L.",25722499000,Upholding EPA regulation of greenhouse gases: The precautionary principle redux,2014,Ecology Law Quarterly,41,3,,683,749,NA,1,0,NST,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84923341106&partnerID=40&md5=c8581dd9ce0b881b5d2876eef51de770,,Article,Final,,Scopus,2-s2.0-84923341106,,,
2636,"Pezzey, J.C.V., Burke, P.J.",57203702036; 55150234500,Towards a more inclusive and precautionary indicator of global sustainability,2014,Ecological Economics,106,,,141,154,NA,11,1,NST,,,10.1016/j.ecolecon.2014.07.008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84906057808&partnerID=40&md5=90fa624c04f0b73d74a3e94dcdf3c56c,,Article,Final,,Scopus,2-s2.0-84906057808,,,
2640,"Butler, M.P., Reed, P.M., Fisher-Vanden, K., Keller, K., Wagener, T.",7402211193; 7202010819; 6603106524; 57194275819; 8363445500,Inaction and climate stabilization uncertainties lead to severe economic risks,2014,Climatic Change,127,4-Mar,,463,474,NA,9,0,NST,,,10.1007/s10584-014-1283-0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84911954454&partnerID=40&md5=be2e7fa99c1edd75345c89fe94717e37,,Article,Final,,Scopus,2-s2.0-84911954454,,,
2642,"Bourlion, N., Janssen, L., Miller, M.",56412957600; 55221739300; 57204098897,"Economic analysis of private and public benefits of corn, switchgrass and mixed grass systems in Eastern South Dakota",2014,Renewable Agriculture and Food Systems,29,4,,355,365,NA,NA,0,NST,,,10.1017/S1742170513000239,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84910014203&partnerID=40&md5=706a269b4a3d951e416c35369404f90b,,Article,Final,,Scopus,2-s2.0-84910014203,,,
2643,"Cavallaro, F., Maino, F.",50861201600; 54951654800,An approach to manage conflicts in the construction of new transport infrastructures: The case of the brenner HS/HC railway line,2014,WIT Transactions on Ecology and the Environment,181,,,503,518,NA,4,0,NST,,,10.2495/EID140431,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84903211835&partnerID=40&md5=6cae482cd80d765e3c9851ffa5a5d024,,Article,Final,Open Access,Scopus,2-s2.0-84903211835,,,
